plume_id,lat,lon,plume_time,S5p_path,s5p_minus90_path,s5p_minus360_path,proc_0,proc_90,proc_360,need_offsets,in_triplet
GAO20210807t181019p0000-N,32.21995,-103.52975,2021-08-07T18:10:19+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210806T190833_20210806T205003_19769_02_020200_20210808T122421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210508T185625_20210508T203755_18492_03_020400_20221123T144853.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200811T195856_20200811T214025_14662_03_020400_20221111T161031.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210807t181019p0000-O,32.2218526,-103.52916,2021-08-07T18:10:19+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210806T190833_20210806T205003_19769_02_020200_20210808T122421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210508T185625_20210508T203755_18492_03_020400_20221123T144853.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200811T195856_20200811T214025_14662_03_020400_20221111T161031.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210807t191744p0000-E,31.9814084,-103.70223,2021-08-07T19:17:44+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210807T184927_20210807T203057_19783_02_020200_20210809T125439.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210509T183727_20210509T201858_18506_03_020400_20221123T144936.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200811T195856_20200811T214025_14662_03_020400_20221111T161031.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210808t185754p0000-C,31.6817616,-102.11677,2021-08-08T18:57:54+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210807T184927_20210807T203057_19783_02_020200_20210809T125439.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210510T181830_20210510T200000_18520_03_020400_20221123T162618.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200812T193949_20200812T212118_14676_03_020400_20221111T164621.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210808t190349p0000-A,31.693016,-102.13768,2021-08-08T19:03:49+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210807T184927_20210807T203057_19783_02_020200_20210809T125439.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210510T181830_20210510T200000_18520_03_020400_20221123T162618.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200812T193949_20200812T212118_14676_03_020400_20221111T164621.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210808t191004p0000-B,31.746484,-102.14993,2021-08-08T19:10:04+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210807T184927_20210807T203057_19783_02_020200_20210809T125439.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210510T181830_20210510T200000_18520_03_020400_20221123T162618.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200812T193949_20200812T212118_14676_03_020400_20221111T164621.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210815t152031p0000-A,42.972867,-81.874487,2021-08-15T15:20:31+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210815T175805_20210815T193934_19896_02_020200_20210817T114630.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210516T180611_20210516T194741_18605_03_020400_20221123T213800.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200819T172556_20200819T190726_14774_03_020400_20221111T225215.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210919t174719p0000-A,40.47692249,-104.7747482,2021-09-19T17:47:19+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210919T183902_20210919T202032_20393_02_020200_20210921T120232.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210620T185122_20210620T203252_19102_03_020400_20221125T100434.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200923T194816_20200923T212946_15272_03_020400_20221113T101026.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210919t182411p0000-B,40.437292,-104.583746,2021-09-19T18:24:11+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210919T183902_20210919T202032_20393_02_020200_20210921T120232.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210620T185122_20210620T203252_19102_03_020400_20221125T100434.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200923T194816_20200923T212946_15272_03_020400_20221113T101026.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210920t191232p0000-A,40.12242106,-104.6067644,2021-09-20T19:12:32+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210919T183902_20210919T202032_20393_02_020200_20210921T120232.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210622T181316_20210622T195446_19130_03_020400_20221125T100520.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200924T192908_20200924T211038_15286_03_020400_20221113T102231.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210922t183238p0000-A,40.118908,-104.639298,2021-09-22T18:32:38+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210921T194215_20210921T212344_20422_02_020200_20210923T124116.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210623T193543_20210623T211713_19145_01_010400_20210625T125212.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200926T185051_20200926T203221_15314_03_020400_20221113T110332.nc,OFFL,OFFL,RPRO,360,False
GAO20210922t183238p0000-B,40.116094,-104.61555,2021-09-22T18:32:38+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210921T194215_20210921T212344_20422_02_020200_20210923T124116.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210623T193543_20210623T211713_19145_03_020400_20221125T110556.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200926T185051_20200926T203221_15314_03_020400_20221113T110332.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210923t164750p0000-A,40.319216,-104.39701,2021-09-23T16:47:50+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210923T190358_20210923T204528_20450_02_020200_20210925T123008.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210624T191641_20210624T205811_19159_03_020400_20221125T110618.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200927T183143_20200927T201312_15328_03_020400_20221113T110356.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210923t164750p0000-B,40.3288757,-104.75946,2021-09-23T16:47:50+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210922T192306_20210922T210436_20436_02_020200_20210924T125259.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210624T191641_20210624T205811_19159_03_020400_20221125T110618.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200927T183143_20200927T201312_15328_03_020400_20221113T110356.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210924t165601p0000-A,40.559973,-104.85711,2021-09-24T16:56:01+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210924T184450_20210924T202620_20464_02_020200_20210926T120103.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210625T185739_20210625T203909_19173_03_020400_20221125T110641.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200928T195404_20200928T213533_15343_03_020400_20221113T113102.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210924t174956p0000-A,40.488598,-104.76242,2021-09-24T17:49:56+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210924T184450_20210924T202620_20464_02_020200_20210926T120103.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210625T185739_20210625T203909_19173_03_020400_20221125T110641.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200928T195404_20200928T213533_15343_03_020400_20221113T113102.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210925t172929p0000-A,40.0221753,-105.00802,2021-09-25T17:29:29+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210924T184450_20210924T202620_20464_02_020200_20210926T120103.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210626T183837_20210626T202007_19187_03_020400_20221125T120112.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20200929T193456_20200929T211625_15357_03_020400_20221113T124250.nc,OFFL,RPRO,RPRO,90;360,False
GAO20210929t202837p0000-A,40.43532632,-104.5842023,2021-09-29T20:28:37+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20210929T185040_20210929T203209_20535_02_020200_20211001T104608.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210701T184453_20210701T202623_19258_02_020200_20210706T205035.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201004T194043_20201004T212212_15428_03_020400_20221113T160055.nc,OFFL,OFFL,RPRO,360,False
GAO20211003t155009p0000-A,32.09801,-104.1543,2021-10-03T15:50:09+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210704T192914_20210704T211044_19301_03_020400_20221126T123200.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201007T184318_20201007T202447_15470_03_020400_20221113T184257.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211003t155009p0000-C,32.169991,-104.07496,2021-10-03T15:50:09+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210704T192914_20210704T211044_19301_03_020400_20221126T123200.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201007T184318_20201007T202447_15470_03_020400_20221113T184257.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211003t161633p0000-A,32.1070392,-104.08772,2021-10-03T16:16:33+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210704T192914_20210704T211044_19301_03_020400_20221126T123200.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201007T184318_20201007T202447_15470_03_020400_20221113T184257.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211003t161633p0000-C,32.067505,-104.13628,2021-10-03T16:16:33+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210704T192914_20210704T211044_19301_03_020400_20221126T123200.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201007T184318_20201007T202447_15470_03_020400_20221113T184257.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211003t164250p0000-A,32.015614,-104.14872,2021-10-03T16:42:50+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210704T192914_20210704T211044_19301_03_020400_20221126T123200.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201007T184318_20201007T202447_15470_03_020400_20221113T184257.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211003t172241p0000-A,31.967324,-104.10569,2021-10-03T17:22:41+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210704T192914_20210704T211044_19301_03_020400_20221126T123200.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201007T184318_20201007T202447_15470_03_020400_20221113T184257.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211003t173101p0000-A,31.967273,-104.10564,2021-10-03T17:31:01+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210704T192914_20210704T211044_19301_03_020400_20221126T123200.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201007T184318_20201007T202447_15470_03_020400_20221113T184257.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211003t190208p0000-C,31.82392,-103.96089,2021-10-03T19:02:08+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210704T192914_20210704T211044_19301_03_020400_20221126T123200.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211003t191149p0000-A,31.833782,-103.8993,2021-10-03T19:11:49+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210704T192914_20210704T211044_19301_03_020400_20221126T123200.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211004t153403p0000-E,31.854763,-101.73756,2021-10-04T15:34:03+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211004T185629_20211004T203758_20606_02_020200_20211006T110927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210705T191011_20210705T205140_19315_03_020400_20221126T133629.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211004t153403p0000-F,32.239923,-101.78462,2021-10-04T15:34:03+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210705T191011_20210705T205140_19315_02_020200_20210711T004426.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,OFFL,RPRO,360,False
GAO20211004t155049p0000-D,31.9946273,-101.78699,2021-10-04T15:50:49+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211004T185629_20211004T203758_20606_02_020200_20211006T110927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210705T191011_20210705T205140_19315_03_020400_20221126T133629.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211004t160945p0000-A,31.6246659,-101.7775,2021-10-04T16:09:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211004T185629_20211004T203758_20606_02_020200_20211006T110927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210705T191011_20210705T205140_19315_03_020400_20221126T133629.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211004t160945p0000-B,31.643367,-101.76678,2021-10-04T16:09:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211004T185629_20211004T203758_20606_02_020200_20211006T110927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210705T191011_20210705T205140_19315_03_020400_20221126T133629.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211004t160945p0000-D,31.776901,-101.79126,2021-10-04T16:09:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211004T185629_20211004T203758_20606_02_020200_20211006T110927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210705T191011_20210705T205140_19315_03_020400_20221126T133629.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211004t160945p0000-I,32.0905879,-101.82447,2021-10-04T16:09:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211004T185629_20211004T203758_20606_02_020200_20211006T110927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210705T191011_20210705T205140_19315_03_020400_20221126T133629.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211004t160945p0000-J,32.260443,-101.82486,2021-10-04T16:09:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211004T185629_20211004T203758_20606_02_020200_20211006T110927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210705T191011_20210705T205140_19315_03_020400_20221126T133629.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211004t160945p0000-K,32.2568127,-101.8281,2021-10-04T16:09:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211004T185629_20211004T203758_20606_02_020200_20211006T110927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20210705T191011_20210705T205140_19315_02_020200_20210711T004426.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,OFFL,RPRO,360,False
GAO20211004t160945p0000-L,32.2979656,-101.83679,2021-10-04T16:09:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211004T185629_20211004T203758_20606_02_020200_20211006T110927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210705T191011_20210705T205140_19315_03_020400_20221126T133629.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211004t160945p0000-N,32.434513,-101.83097,2021-10-04T16:09:45+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211003T191537_20211003T205706_20592_02_020200_20211005T112914.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210705T191011_20210705T205140_19315_03_020400_20221126T133629.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
GAO20211004t162512p0000-A,31.6910974,-101.80068,2021-10-04T16:25:12+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20211004T185629_20211004T203758_20606_02_020200_20211006T110927.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20210705T191011_20210705T205140_19315_03_020400_20221126T133629.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20201008T182409_20201008T200539_15484_03_020400_20221114T103605.nc,OFFL,RPRO,RPRO,90;360,False
