plume_id,plume_time,lat,lon,s5p_minus360_path,s5p_minus90_path,S5p_path,proc_0,proc_90,proc_360,nearest_iy,nearest_ix,pos_centers,ch4_var
av320241010t160244-G,2024-10-10T16:02:44+00,31.55829599052025,-101.866972422891,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241009T181137_20241009T195306_36226_03_020701_20241012T175504.nc,OFFL,OFFL,OFFL,2863,13,"2863,13;2862,13;2863,12;2863,14;2864,13;2862,12;2862,14;2864,12",methane_mixing_ratio_bias_corrected
av320241010t160244-H,2024-10-10T16:02:44+00,31.55629354277589,-101.86753301796809,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241009T181137_20241009T195306_36226_03_020701_20241012T175504.nc,OFFL,OFFL,OFFL,2862,13,"2862,13;2861,13;2862,12;2862,14;2863,13;2861,12;2861,14;2863,12",methane_mixing_ratio_bias_corrected
av320241010t160244-I,2024-10-10T16:02:44+00,31.554242531223224,-101.8681180481114,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241009T181137_20241009T195306_36226_03_020701_20241012T175504.nc,OFFL,OFFL,OFFL,2862,13,"2862,13;2861,13;2862,12;2862,14;2863,13;2861,12;2861,14;2863,12",methane_mixing_ratio_bias_corrected
av320241010t160244-J,2024-10-10T16:02:44+00,31.553008291271595,-101.86846157973616,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241009T181137_20241009T195306_36226_03_020701_20241012T175504.nc,OFFL,OFFL,OFFL,2862,13,"2862,13;2861,13;2862,12;2862,14;2863,13;2861,12;2861,14;2863,12",methane_mixing_ratio_bias_corrected
av320241010t161937-A,2024-10-10T16:19:37+00,32.28915739471486,-101.68922991126608,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241009T181137_20241009T195306_36226_03_020701_20241012T175504.nc,OFFL,OFFL,OFFL,2874,15,"2874,15;2873,15;2874,14;2874,16;2875,15;2873,14;2873,16;2875,14",methane_mixing_ratio_bias_corrected
av320241010t161937-B,2024-10-10T16:19:37+00,32.24384215388699,-101.68088871832047,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2800,200,"2800,200;2799,200;2800,199;2800,201;2801,200;2799,199;2799,201;2801,199",methane_mixing_ratio_bias_corrected
av320241010t161937-C,2024-10-10T16:19:37+00,32.19741355780582,-101.68902649075277,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2799,200,"2799,200;2798,200;2799,199;2799,201;2800,200;2798,199;2798,201;2800,199",methane_mixing_ratio_bias_corrected
av320241010t161937-D,2024-10-10T16:19:37+00,32.15913146129276,-101.71940214515696,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2799,200,"2799,200;2798,200;2799,199;2799,201;2800,200;2798,199;2798,201;2800,199",methane_mixing_ratio_bias_corrected
av320241010t161937-E,2024-10-10T16:19:37+00,32.032808901047545,-101.7453582997727,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241009T181137_20241009T195306_36226_03_020701_20241012T175504.nc,OFFL,OFFL,OFFL,2870,14,"2870,14;2869,14;2870,13;2870,15;2871,14;2869,13;2869,15;2871,13",methane_mixing_ratio_bias_corrected
av320241010t161937-H,2024-10-10T16:19:37+00,31.85195122379899,-101.77578867441056,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2792,199,"2792,199;2791,199;2792,198;2792,200;2793,199;2791,198;2791,200;2793,198",methane_mixing_ratio_bias_corrected
av320241010t161937-I,2024-10-10T16:19:37+00,31.82241780245185,-101.7826329742106,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2791,199,"2791,199;2790,199;2791,198;2791,200;2792,199;2790,198;2790,200;2792,198",methane_mixing_ratio_bias_corrected
av320241010t161937-J,2024-10-10T16:19:37+00,31.802618937231856,-101.7801648256598,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2791,199,"2791,199;2790,199;2791,198;2791,200;2792,199;2790,198;2790,200;2792,198",methane_mixing_ratio_bias_corrected
av320241010t161937-K,2024-10-10T16:19:37+00,31.80162416106248,-101.77979255929512,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2791,199,"2791,199;2790,199;2791,198;2791,200;2792,199;2790,198;2790,200;2792,198",methane_mixing_ratio_bias_corrected
av320241010t161937-L,2024-10-10T16:19:37+00,31.775790393202925,-101.79275266029968,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2791,199,"2791,199;2790,199;2791,198;2791,200;2792,199;2790,198;2790,200;2792,198",methane_mixing_ratio_bias_corrected
av320241010t161937-M,2024-10-10T16:19:37+00,31.73683679072323,-101.7985963586724,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2790,199,"2790,199;2789,199;2790,198;2790,200;2791,199;2789,198;2789,200;2791,198",methane_mixing_ratio_bias_corrected
av320241010t161937-N,2024-10-10T16:19:37+00,31.735743855146225,-101.7969896115519,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2790,199,"2790,199;2789,199;2790,198;2790,200;2791,199;2789,198;2789,200;2791,198",methane_mixing_ratio_bias_corrected
av320241010t161937-P,2024-10-10T16:19:37+00,31.73256469560361,-101.79559278012036,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2790,199,"2790,199;2789,199;2790,198;2790,200;2791,199;2789,198;2789,200;2791,198",methane_mixing_ratio_bias_corrected
av320241010t161937-Q,2024-10-10T16:19:37+00,31.732817954514417,-101.7886989361946,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2790,199,"2790,199;2789,199;2790,198;2790,200;2791,199;2789,198;2789,200;2791,198",methane_mixing_ratio_bias_corrected
av320241010t161937-R,2024-10-10T16:19:37+00,31.704388525089527,-101.78704766895784,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2789,199,"2789,199;2788,199;2789,198;2789,200;2790,199;2788,198;2788,200;2790,198",methane_mixing_ratio_bias_corrected
av320241010t161937-S,2024-10-10T16:19:37+00,31.55063625308074,-101.82170152088943,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241009T181137_20241009T195306_36226_03_020701_20241012T175504.nc,OFFL,OFFL,OFFL,2862,13,"2862,13;2861,13;2862,12;2862,14;2863,13;2861,12;2861,14;2863,12",methane_mixing_ratio_bias_corrected
av320241010t161937-T,2024-10-10T16:19:37+00,31.85109537629421,-101.773815841823,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241010T193357_20241010T211526_36241_03_020701_20241013T102509.nc,OFFL,OFFL,OFFL,2792,199,"2792,199;2791,199;2792,198;2792,200;2793,199;2791,198;2791,200;2793,198",methane_mixing_ratio_bias_corrected
av320241010t161937-U,2024-10-10T16:19:37+00,31.894684275650945,-101.74305568662557,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241009T181137_20241009T195306_36226_03_020701_20241012T175504.nc,OFFL,OFFL,OFFL,2868,14,"2868,14;2867,14;2868,13;2868,15;2869,14;2867,13;2867,15;2869,13",methane_mixing_ratio_bias_corrected
av320241010t161937-V,2024-10-10T16:19:37+00,31.89428212912188,-101.74293304504567,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231015T190254_20231015T204423_31119_03_020500_20231017T112625.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240711T194839_20240711T213009_34950_03_020600_20240713T132421.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241009T181137_20241009T195306_36226_03_020701_20241012T175504.nc,OFFL,OFFL,OFFL,2868,14,"2868,14;2867,14;2868,13;2868,15;2869,14;2867,13;2867,15;2869,13",methane_mixing_ratio_bias_corrected
av320241014t193616-A,2024-10-14T19:36:16+00,38.59835725659482,-121.67762991051328,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231020T190840_20231020T205009_31190_03_020500_20231022T111218.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240715T201352_20240715T215522_35007_03_020600_20240718T075635.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241014T195850_20241014T214019_36298_03_020701_20241016T211842.nc,OFFL,OFFL,OFFL,2986,89,"2986,89;2985,89;2986,88;2986,90;2987,89;2985,88;2985,90;2987,88",methane_mixing_ratio_bias_corrected
av320241014t194057-A,2024-10-14T19:40:57+00,38.5970788392878,-121.67979383450636,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231020T190840_20231020T205009_31190_03_020500_20231022T111218.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240715T201352_20240715T215522_35007_03_020600_20240718T075635.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241014T195850_20241014T214019_36298_03_020701_20241016T211842.nc,OFFL,OFFL,OFFL,2986,89,"2986,89;2985,89;2986,88;2986,90;2987,89;2985,88;2985,90;2987,88",methane_mixing_ratio_bias_corrected
av320241014t195948-A,2024-10-14T19:59:48+00,37.45856199060408,-121.9392583466622,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231020T190840_20231020T205009_31190_03_020500_20231022T111218.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240715T201352_20240715T215522_35007_03_020600_20240718T075635.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241015T193941_20241015T212110_36312_03_020701_20241017T162717.nc,OFFL,OFFL,OFFL,3002,38,"3002,38;3002,37;3003,38;3003,37;3003,39",methane_mixing_ratio_bias_corrected
av320241014t195948-B,2024-10-14T19:59:48+00,37.46047237042228,-121.9430073606156,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231020T190840_20231020T205009_31190_03_020500_20231022T111218.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240715T201352_20240715T215522_35007_03_020600_20240718T075635.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241015T193941_20241015T212110_36312_03_020701_20241017T162717.nc,OFFL,OFFL,OFFL,3003,38,"3003,38;3002,38;3003,37;3003,39;3004,38;3002,37;3004,37;3004,39",methane_mixing_ratio_bias_corrected
av320241014t195948-C,2024-10-14T19:59:48+00,37.46104330824936,-121.94156848319456,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231020T190840_20231020T205009_31190_03_020500_20231022T111218.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240715T201352_20240715T215522_35007_03_020600_20240718T075635.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241015T193941_20241015T212110_36312_03_020701_20241017T162717.nc,OFFL,OFFL,OFFL,3003,38,"3003,38;3002,38;3003,37;3003,39;3004,38;3002,37;3004,37;3004,39",methane_mixing_ratio_bias_corrected
av320241014t195948-D,2024-10-14T19:59:48+00,37.45936782572976,-121.94289789870584,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231020T190840_20231020T205009_31190_03_020500_20231022T111218.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240715T201352_20240715T215522_35007_03_020600_20240718T075635.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241015T193941_20241015T212110_36312_03_020701_20241017T162717.nc,OFFL,OFFL,OFFL,3003,38,"3003,38;3002,38;3003,37;3003,39;3004,38;3002,37;3004,37;3004,39",methane_mixing_ratio_bias_corrected
av320241014t195948-E,2024-10-14T19:59:48+00,37.45711784067636,-121.94530164043152,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231020T190840_20231020T205009_31190_03_020500_20231022T111218.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240715T201352_20240715T215522_35007_03_020600_20240718T075635.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241015T193941_20241015T212110_36312_03_020701_20241017T162717.nc,OFFL,OFFL,OFFL,3002,38,"3002,38;3002,37;3003,38;3003,37;3003,39",methane_mixing_ratio_bias_corrected
av320241015t185606-B,2024-10-15T18:56:06+00,36.391052113761575,-119.38251520926416,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231020T205009_20231020T223139_31191_03_020500_20231022T130300.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240716T195448_20240716T213617_35021_03_020600_20240719T075500.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241015T193941_20241015T212110_36312_03_020701_20241017T162717.nc,OFFL,OFFL,OFFL,2967,55,"2967,55;2966,55;2967,54;2967,56;2968,55;2966,54;2966,56;2968,54",methane_mixing_ratio_bias_corrected
av320241015t185606-D,2024-10-15T18:56:06+00,36.38823947997011,-119.38130659242618,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231020T205009_20231020T223139_31191_03_020500_20231022T130300.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240716T195448_20240716T213617_35021_03_020600_20240719T075500.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241015T193941_20241015T212110_36312_03_020701_20241017T162717.nc,OFFL,OFFL,OFFL,2967,55,"2967,55;2966,55;2967,54;2967,56;2968,55;2966,54;2966,56;2968,54",methane_mixing_ratio_bias_corrected
av320241015t195355-A,2024-10-15T19:53:55+00,35.51079122012699,-119.40795227208908,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20231020T205009_20231020T223139_31191_03_020500_20231022T130300.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240716T195448_20240716T213617_35021_03_020600_20240719T075500.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20241015T193941_20241015T212110_36312_03_020701_20241017T162717.nc,OFFL,OFFL,OFFL,2951,52,"2951,52;2950,52;2951,51;2951,53;2952,52;2950,51;2950,53;2952,51",methane_mixing_ratio_bias_corrected
