plume_id,l89_minus90,l89_minus360
ang20171006t184157-C,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184157-D,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184157-G,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184157-H,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184157-I,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184157-J,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184157-K,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184157-M,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184157-N,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184157-O,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184753-C,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t184753-D,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185335-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185335-C,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185335-F,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185335-M,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185335-S,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185335-T,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185859-B,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185859-C,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185859-D,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185859-E,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185859-F,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185859-I,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185859-K,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185859-M,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t185859-N,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t190448-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t190448-B,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t190448-C,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t190448-D,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t190448-F,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t190448-G,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t190448-H,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t190448-J,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t190448-K,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t190448-L,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t191011-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t191011-B,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t191011-C,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t191011-D,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t191011-E,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t191011-F,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t191011-H,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t191011-K,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t191011-N,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t192328-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t192328-B,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t192854-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t192854-B,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t193531-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t193531-B,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t194116-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t195044-C,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t201620-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t202925-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t213502-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t213502-C,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t213502-D,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t215434-A,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t215434-B,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t215434-C,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t215434-D,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t215434-E,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t215434-F,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171006t215434-G,l8_minus90_LC80410362017160LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t194340-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t194340-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t194907-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t194907-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t201538-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t202134-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t202134-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t202134-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t202134-E,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t202134-F,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t204208-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t204208-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t204208-C,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t205849-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t210557-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t211503-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t221103-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171007t221103-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t173555-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t174049-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t174516-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t175035-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t175513-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t182000-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t190508-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t191001-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t191001-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t191001-D,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t193506-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t193506-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t193506-C,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t194108-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t195237-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t195237-C,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t204606-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t204606-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t205643-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t205643-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t212212-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t213057-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t213057-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171010t214752-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t175640-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t183437-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t185051-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t185846-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t191143-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t192654-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t193623-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t194255-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t195646-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t200410-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t201056-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171011t203837-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171012t174516-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171012t195433-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171012t205425-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t184728-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t191520-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t193251-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t194607-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t204512-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t205013-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t205013-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t205013-C,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t205013-D,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t205013-E,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t205013-F,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t205946-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t211009-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t211934-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t212517-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t213130-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t213130-C,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t213605-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t214049-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t214049-C,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171013t214536-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t175348-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t175348-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t175348-C,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t175805-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t175805-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t180708-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t184829-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t184829-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t185239-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t185239-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t185239-C,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t185727-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t185727-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t190200-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t190200-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t190200-C,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t191057-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t191057-C,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t191057-D,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t191530-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t191530-B,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t192001-A,l8_minus90_LC80430342017190LGN00.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t192429-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t192429-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t192933-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t192933-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t192933-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t192933-D,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t193422-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t193422-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t193822-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t193822-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t193822-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t193822-D,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t194329-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t194329-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t194751-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t195222-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t195222-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t201557-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t201557-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t201557-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t201557-E,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t202039-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t202039-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t202900-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t202900-D,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t203319-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t203319-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t203319-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t203726-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t204547-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t204547-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t204547-D,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t210259-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t211444-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t211444-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t212056-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t212056-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t212508-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t213300-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t213300-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171016t213656-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t192818-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t192818-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t193220-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t193220-F,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t201407-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t201407-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t203609-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t205826-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t205826-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t210905-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t210905-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t210905-D,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t212029-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t212029-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t212029-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t213857-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t215031-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t215031-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t215031-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t215031-D,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t215031-F,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t215413-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t215413-D,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t215413-E,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171023t215413-G,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t182513-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t182513-D,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t183630-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t184733-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t190959-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t190959-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t192146-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t192146-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t192146-D,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t192146-F,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t194853-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t194853-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t194853-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t194853-D,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t204657-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t204657-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t210834-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t213114-B,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t215215-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t215215-C,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171024t215215-E,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
ang20171026t190057-A,l8_minus90_LC80440342017197LGN01.tif,l8_minus360_LC80440342016291LGN01.tif
