plume_id,l89_path,l89_-7_path,l89_pre_path,l89_pre_pre_path,std_ok,bug,l89_0_std_512,l89_-7_std_512,l89_-90_std_512,l89_-360_std_512,has_m90,has_m360,mask_path,datetime,plume_latitude,plume_longitude
emi20250526t082401p06008-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250526t082401p06008-A_l89_sr_LANDSAT_9_20250527T053604Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250526t082401p06008-A_l89_prev_LANDSAT_8_20250401T053615Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250526t082401p06008-A_minus90_l89_sr_LANDSAT_9_20250308T053640Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250526t082401p06008-A_minus360_l89_sr_LANDSAT_8_20240601T053539Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250526t082401p06008-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250526t082401p06008-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250526t082401p06008-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250526t082401p06008-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250526t082401p06008-A/mask_30m_512.tif,2025-05-26T08:24:01+00,31.627969754623592,74.42106795530461
emi20250527t091223p06030-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250527t091223p06030-A_l89_sr_LANDSAT_9_20250528T061719Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250527t091223p06030-A_l89_prev_LANDSAT_8_20250520T061718Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250527t091223p06030-A_minus90_l89_sr_LANDSAT_8_20250222T061136Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250527t091223p06030-A_minus360_l89_sr_LANDSAT_8_20240602T061655Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250527t091223p06030-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250527t091223p06030-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250527t091223p06030-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250527t091223p06030-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250527t091223p06030-A/mask_30m_512.tif,2025-05-27T09:12:23+00,38.67668114339836,65.96228651610136
emi20250528t052233p04048-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250528t052233p04048-A_l89_sr_LANDSAT_9_20250529T020156Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250528t052233p04048-A_l89_prev_LANDSAT_9_20250411T020245Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250528t052233p04048-A_minus90_l89_sr_LANDSAT_8_20250302T020220Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250528t052233p04048-A_minus360_l89_sr_LANDSAT_9_20240627T020132Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250528t052233p04048-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250528t052233p04048-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250528t052233p04048-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250528t052233p04048-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250528t052233p04048-A/mask_30m_512.tif,2025-05-28T05:22:33+00,45.190856276275525,131.18130371824094
emi20250528t052233p04048-B,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250528t052233p04048-B_l89_sr_LANDSAT_9_20250529T020156Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250528t052233p04048-B_l89_prev_LANDSAT_9_20250411T020245Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250528t052233p04048-B_minus90_l89_sr_LANDSAT_8_20250302T020220Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250528t052233p04048-B_minus360_l89_sr_LANDSAT_9_20240627T020132Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250528t052233p04048-B/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250528t052233p04048-B/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250528t052233p04048-B/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250528t052233p04048-B/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250528t052233p04048-B/mask_30m_512.tif,2025-05-28T05:22:33+00,45.35500269999227,131.23421449895017
emi20250602t200033p13007-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250602t200033p13007-A_l89_sr_LANDSAT_9_20250603T184917Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250602t200033p13007-A_l89_prev_LANDSAT_8_20250424T184915Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250602t200033p13007-A_minus90_l89_sr_LANDSAT_8_20250307T184943Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250602t200033p13007-A_minus360_l89_sr_LANDSAT_9_20240531T184914Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250602t200033p13007-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250602t200033p13007-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250602t200033p13007-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250602t200033p13007-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250602t200033p13007-A/mask_30m_512.tif,2025-06-02T20:00:33+00,45.56379744761483,-121.13584880009324
emi20250603t095246p07008-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250603t095246p07008-A_l89_sr_LANDSAT_9_20250604T094113Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250603t095246p07008-A_l89_prev_LANDSAT_9_20250519T094120Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t095246p07008-A_minus90_l89_sr_LANDSAT_9_20250228T094215Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t095246p07008-A_minus360_l89_sr_LANDSAT_8_20240609T094117Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t095246p07008-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t095246p07008-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t095246p07008-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t095246p07008-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250603t095246p07008-A/mask_30m_512.tif,2025-06-03T09:52:46+00,38.1480016740378,13.276739047583137
emi20250603t160225p11027-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250603t160225p11027-A_l89_sr_LANDSAT_8_20250603T162435Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250603t160225p11027-A_l89_prev_LANDSAT_8_20250416T162439Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t160225p11027-A_minus90_l89_sr_LANDSAT_9_20250228T161859Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t160225p11027-A_minus360_l89_sr_LANDSAT_9_20240608T162427Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250603t160225p11027-A/mask_30m_512.tif,2025-06-03T16:02:25+00,33.438849822235994,-87.16486818330492
emi20250603t160225p11027-C,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250603t160225p11027-C_l89_sr_LANDSAT_8_20250603T162411Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250603t160225p11027-C_l89_prev_LANDSAT_8_20250416T162439Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t160225p11027-C_minus90_l89_sr_LANDSAT_9_20250228T161859Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t160225p11027-C_minus360_l89_sr_LANDSAT_9_20240608T162427Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-C/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-C/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-C/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-C/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250603t160225p11027-C/mask_30m_512.tif,2025-06-03T16:02:25+00,33.71436493918543,-86.85718674206719
emi20250603t160225p11027-E,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250603t160225p11027-E_l89_sr_LANDSAT_8_20250603T162435Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250603t160225p11027-E_l89_prev_LANDSAT_8_20250416T162439Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t160225p11027-E_minus90_l89_sr_LANDSAT_9_20250228T161859Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t160225p11027-E_minus360_l89_sr_LANDSAT_9_20240608T162427Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-E/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-E/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-E/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-E/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250603t160225p11027-E/mask_30m_512.tif,2025-06-03T16:02:25+00,33.42062437159538,-87.28216701955486
emi20250603t160225p11027-G,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250603t160225p11027-G_l89_sr_LANDSAT_8_20250603T162435Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250603t160225p11027-G_l89_prev_LANDSAT_8_20250416T162439Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t160225p11027-G_minus90_l89_sr_LANDSAT_9_20250228T161859Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t160225p11027-G_minus360_l89_sr_LANDSAT_9_20240608T162427Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-G/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-G/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-G/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t160225p11027-G/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250603t160225p11027-G/mask_30m_512.tif,2025-06-03T16:02:25+00,33.37840552419833,-87.2332651515724
emi20250603t173453p12004-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250603t173453p12004-A_l89_sr_LANDSAT_8_20250603T180328Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250603t173453p12004-A_l89_prev_LANDSAT_8_20250416T180332Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t173453p12004-A_minus90_l89_sr_LANDSAT_8_20250227T180350Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t173453p12004-A_minus360_l89_sr_LANDSAT_9_20240608T180320Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t173453p12004-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t173453p12004-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t173453p12004-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t173453p12004-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250603t173453p12004-A/mask_30m_512.tif,2025-06-03T17:34:53+00,33.083017135709866,-112.28590527411473
emi20250603t173453p12004-C,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250603t173453p12004-C_l89_sr_LANDSAT_8_20250603T180328Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250603t173453p12004-C_l89_prev_LANDSAT_8_20250425T175714Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t173453p12004-C_minus90_l89_sr_LANDSAT_8_20250308T175741Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250603t173453p12004-C_minus360_l89_sr_LANDSAT_9_20240608T180320Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t173453p12004-C/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t173453p12004-C/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t173453p12004-C/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250603t173453p12004-C/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250603t173453p12004-C/mask_30m_512.tif,2025-06-03T17:34:53+00,32.86790782331842,-111.89770487464234
emi20250604t025333p02020-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250604t025333p02020-A_l89_sr_LANDSAT_9_20250604T030605Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250604t025333p02020-A_l89_prev_LANDSAT_9_20250519T030612Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250604t025333p02020-A_minus90_l89_sr_LANDSAT_8_20250308T030631Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250604t025333p02020-A_minus360_l89_sr_LANDSAT_9_20240617T030551Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250604t025333p02020-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250604t025333p02020-A/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250604t025333p02020-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250604t025333p02020-A/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250604t025333p02020-A/mask_30m_512.tif,2025-06-04T02:53:33+00,36.83720874381959,112.2852163058185
emi20250604t025333p02020-B,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/emi20250604t025333p02020-B_l89_sr_LANDSAT_9_20250604T030605Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/emi20250604t025333p02020-B_l89_prev_LANDSAT_9_20250519T030612Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250604t025333p02020-B_minus90_l89_sr_LANDSAT_8_20250308T030631Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/emi20250604t025333p02020-B_minus360_l89_sr_LANDSAT_9_20240617T030551Z.tif,1,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250604t025333p02020-B/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250604t025333p02020-B/l89_-7_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250604t025333p02020-B/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/emi20250604t025333p02020-B/l89_-360_std_512.tif,1.0,1.0,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20250604t025333p02020-B/mask_30m_512.tif,2025-06-04T02:53:33+00,36.78381195966898,112.2579110144864
