,plume_id,l89_path,l89_-7_path,l89_pre_path,l89_pre_pre_path,std_ok,plume_latitude,plume_longitude,datetime
839,ang20170919t194958-E,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170919t194958-E_l89_sr_LANDSAT_8_20170920T183416Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170919t194958-E_l89_prev_LANDSAT_8_20170819T183411Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t194958-E_minus90_l89_sr_LANDSAT_8_20170616T183349Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t194958-E_minus360_l89_sr_LANDSAT_8_20160917T183421Z.tif,0,36.391685,-119.378584,2017-09-19T19:49:58+00
840,ang20170919t202425-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170919t202425-A_l89_sr_LANDSAT_8_20170920T183352Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170919t202425-A_l89_prev_LANDSAT_8_20170810T183955Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t202425-A_minus90_l89_sr_LANDSAT_8_20170623T183938Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t202425-A_minus360_l89_sr_LANDSAT_8_20160924T184031Z.tif,0,36.79266603,-120.2527614,2017-09-19T20:24:25+00
841,ang20170919t203101-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170919t203101-A_l89_sr_LANDSAT_8_20170920T183352Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170919t203101-A_l89_prev_LANDSAT_8_20170810T183955Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t203101-A_minus90_l89_sr_LANDSAT_8_20170623T183938Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t203101-A_minus360_l89_sr_LANDSAT_8_20160924T184031Z.tif,0,36.79266603,-120.2527614,2017-09-19T20:31:01+00
842,ang20170919t203753-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170919t203753-A_l89_sr_LANDSAT_8_20170920T183352Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170919t203753-A_l89_prev_LANDSAT_8_20170810T183955Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t203753-A_minus90_l89_sr_LANDSAT_8_20170623T183938Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t203753-A_minus360_l89_sr_LANDSAT_8_20160924T184031Z.tif,0,36.79266603,-120.2527614,2017-09-19T20:37:53+00
843,ang20170919t210400-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170919t210400-A_l89_sr_LANDSAT_8_20170920T183416Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170919t210400-A_l89_prev_LANDSAT_8_20170819T183411Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t210400-A_minus90_l89_sr_LANDSAT_8_20170616T183349Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t210400-A_minus360_l89_sr_LANDSAT_8_20160924T184031Z.tif,0,36.144264207318805,-120.33733075934258,2017-09-19T21:04:00+00
844,ang20170919t211946-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170919t211946-A_l89_sr_LANDSAT_8_20170920T183416Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170919t211946-A_l89_prev_LANDSAT_8_20170819T183411Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t211946-A_minus90_l89_sr_LANDSAT_8_20170616T183349Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t211946-A_minus360_l89_sr_LANDSAT_8_20160924T184031Z.tif,0,36.241452,-120.371673,2017-09-19T21:19:46+00
845,ang20170919t212654-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170919t212654-A_l89_sr_LANDSAT_8_20170920T183416Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170919t212654-A_l89_prev_LANDSAT_8_20170819T183411Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t212654-A_minus90_l89_sr_LANDSAT_8_20170616T183349Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t212654-A_minus360_l89_sr_LANDSAT_8_20160924T184031Z.tif,0,36.163761,-120.395024,2017-09-19T21:26:54+00
846,ang20170919t213311-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170919t213311-A_l89_sr_LANDSAT_8_20170920T183416Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170919t213311-A_l89_prev_LANDSAT_8_20170819T183411Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t213311-A_minus90_l89_sr_LANDSAT_8_20170616T183349Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170919t213311-A_minus360_l89_sr_LANDSAT_8_20160924T184031Z.tif,0,36.163761,-120.395024,2017-09-19T21:33:11+00
847,ang20170920t182452-B,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170920t182452-B_l89_sr_LANDSAT_8_20170920T183416Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170920t182452-B_l89_prev_LANDSAT_8_20170819T183411Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170920t182452-B_minus90_l89_sr_LANDSAT_8_20170625T182805Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170920t182452-B_minus360_l89_sr_LANDSAT_8_20160926T182833Z.tif,0,35.165888,-119.099814,2017-09-20T18:24:52+00
848,ang20170920t182452-C,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170920t182452-C_l89_sr_LANDSAT_8_20170920T183416Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170920t182452-C_l89_prev_LANDSAT_8_20170819T183411Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170920t182452-C_minus90_l89_sr_LANDSAT_8_20170625T182805Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170920t182452-C_minus360_l89_sr_LANDSAT_8_20160926T182833Z.tif,0,35.18720984,-119.1150524,2017-09-20T18:24:52+00
849,ang20170928t190510-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20170928t190510-A_l89_sr_LANDSAT_8_20170929T182833Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20170928t190510-A_l89_prev_LANDSAT_8_20170812T182822Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170928t190510-A_minus90_l89_sr_LANDSAT_8_20170625T182805Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20170928t190510-A_minus360_l89_sr_LANDSAT_8_20160926T182833Z.tif,0,34.44705,-118.588342,2017-09-28T19:05:10+00
850,ang20171003t202537-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t202537-A_l89_sr_LANDSAT_8_20171004T184556Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t202537-A_l89_prev_LANDSAT_8_20170902T184547Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t202537-A_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t202537-A_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.860812,-120.963402,2017-10-03T20:25:37+00
851,ang20171003t202537-B,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t202537-B_l89_sr_LANDSAT_8_20171004T184556Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t202537-B_l89_prev_LANDSAT_8_20170902T184547Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t202537-B_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t202537-B_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.867372,-121.038136,2017-10-03T20:25:37+00
852,ang20171003t202537-C,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t202537-C_l89_sr_LANDSAT_8_20171004T184556Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t202537-C_l89_prev_LANDSAT_8_20170902T184547Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t202537-C_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t202537-C_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.87273346,-121.0572481,2017-10-03T20:25:37+00
853,ang20171003t204400-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t204400-A_l89_sr_LANDSAT_8_20171004T184556Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t204400-A_l89_prev_LANDSAT_8_20170902T184547Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t204400-A_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t204400-A_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.808767,-121.029984,2017-10-03T20:44:00+00
854,ang20171003t204400-B,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t204400-B_l89_sr_LANDSAT_8_20171004T184556Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t204400-B_l89_prev_LANDSAT_8_20170902T184547Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t204400-B_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t204400-B_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.825304,-121.074386,2017-10-03T20:44:00+00
855,ang20171003t222158-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t222158-A_l89_sr_LANDSAT_8_20171004T184556Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t222158-A_l89_prev_LANDSAT_8_20170902T184547Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t222158-A_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t222158-A_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.877816,-121.18673,2017-10-03T22:21:58+00
856,ang20171003t223216-C,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t223216-C_l89_sr_LANDSAT_8_20171004T184556Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t223216-C_l89_prev_LANDSAT_8_20170902T184547Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t223216-C_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t223216-C_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.879613,-121.187221,2017-10-03T22:32:16+00
857,ang20171003t223216-D,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t223216-D_l89_sr_LANDSAT_8_20171004T184556Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t223216-D_l89_prev_LANDSAT_8_20170902T184547Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t223216-D_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t223216-D_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.87729,-121.189775,2017-10-03T22:32:16+00
858,ang20171003t224906-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t224906-A_l89_sr_LANDSAT_8_20171004T184619Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t224906-A_l89_prev_LANDSAT_8_20170927T184006Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-A_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-A_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.74824574607588,-121.65827801445464,2017-10-03T22:49:06+00
859,ang20171003t224906-B,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t224906-B_l89_sr_LANDSAT_8_20171004T184619Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t224906-B_l89_prev_LANDSAT_8_20170927T184006Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-B_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-B_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.75359,-121.65752,2017-10-03T22:49:06+00
860,ang20171003t224906-C,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t224906-C_l89_sr_LANDSAT_8_20171004T184619Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t224906-C_l89_prev_LANDSAT_8_20170927T184006Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-C_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-C_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.755491479952376,-121.6540267451946,2017-10-03T22:49:06+00
861,ang20171003t224906-D,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t224906-D_l89_sr_LANDSAT_8_20171004T184619Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t224906-D_l89_prev_LANDSAT_8_20170927T184006Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-D_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-D_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.75427897358003,-121.66136299021952,2017-10-03T22:49:06+00
862,ang20171003t224906-G,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t224906-G_l89_sr_LANDSAT_8_20171004T184619Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t224906-G_l89_prev_LANDSAT_8_20170927T184006Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-G_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-G_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.75345015681568,-121.6563352507577,2017-10-03T22:49:06+00
863,ang20171003t224906-H,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t224906-H_l89_sr_LANDSAT_8_20171004T184619Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t224906-H_l89_prev_LANDSAT_8_20170927T184006Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-H_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-H_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.7524,-121.65544,2017-10-03T22:49:06+00
864,ang20171003t224906-I,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171003t224906-I_l89_sr_LANDSAT_8_20171004T184619Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171003t224906-I_l89_prev_LANDSAT_8_20170927T184006Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-I_minus90_l89_sr_LANDSAT_8_20170709T183941Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171003t224906-I_minus360_l89_sr_LANDSAT_8_20161010T184012Z.tif,0,37.74587343394903,-121.6602780291627,2017-10-03T22:49:06+00
865,ang20171023t183733-A,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171023t183733-A_l89_sr_LANDSAT_8_20171024T182251Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171023t183733-A_l89_prev_LANDSAT_8_20171015T182837Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171023t183733-A_minus90_l89_sr_LANDSAT_8_20170727T182815Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171023t183733-A_minus360_l89_sr_LANDSAT_8_20161021T182253Z.tif,0,33.49675578879071,-117.6119441545076,2017-10-23T18:37:33+00
866,ang20171023t183733-B,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_L2SR_by_gee/ang20171023t183733-B_l89_sr_LANDSAT_8_20171024T182251Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_-7_L2SR_by_gee/ang20171023t183733-B_l89_prev_LANDSAT_8_20171015T182837Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171023t183733-B_minus90_l89_sr_LANDSAT_8_20170727T182815Z.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/raw_data_dir_L89_90360_L2SR_by_gee/ang20171023t183733-B_minus360_l89_sr_LANDSAT_8_20161021T182253Z.tif,0,33.49675578879071,-117.6119441545076,2017-10-23T18:37:33+00
