plume_id,latitude,longitude,datetime,has_s2,has_l89,has_emit,has_s5p,s2_0_std_512,s2_-90_std_512,s2_-360_std_512,s2_plume_mask_512_path,l89_0_std_512,l89_-90_std_512,l89_-360_std_512,l89_mask_512_path,emit_0_simulated_512_path,emit_-90_simulated_512_path,emit_-180_simulated_512_path,S5p_path,s5p_minus90_path,s5p_minus360_path,nearest_iy,nearest_ix,pos_centers
ang20191022t163722-B,31.80829612,-104.0873291,2019-10-22T16:37:22+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t163722-B/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t163722-B/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t163722-B/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20191022t163722-B/mask_30m_512.tif,,,,,,,,,
ang20191022t172245-3,32.269942,-103.974962,2019-10-22T17:22:45+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-3/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-3/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-3/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20191022t172245-3/mask_30m_512.tif,,,,,,,,,
ang20191022t172245-4,32.212503,-103.978538,2019-10-22T17:22:45+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-4/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-4/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-4/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20191022t172245-4/mask_30m_512.tif,,,,,,,,,
ang20191022t172245-5,32.19245661224748,-103.9854048329437,2019-10-22T17:22:45+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-5/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-5/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-5/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20191022t172245-5/mask_30m_512.tif,,,,,,,,,
ang20191022t172245-6,32.198289,-103.996359,2019-10-22T17:22:45+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-6/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-6/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-6/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20191022t172245-6/mask_30m_512.tif,,,,,,,,,
ang20191022t172245-7,32.152327,-103.999037,2019-10-22T17:22:45+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-7/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-7/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-7/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20191022t172245-7/mask_30m_512.tif,,,,,,,,,
ang20191022t172245-A,32.25541493,-103.982002,2019-10-22T17:22:45+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-A/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-A/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-A/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20191022t172245-A/mask_30m_512.tif,,,,,,,,,
ang20191022t172245-B,32.211005,-103.963982,2019-10-22T17:22:45+00,False,True,False,False,,,,,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-B/l89_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-B/l89_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/L89_-790360_512std/ang20191022t172245-B/l89_-360_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/ang20191022t172245-B/mask_30m_512.tif,,,,,,,,,
ang20191023t142135-B,31.833559,-103.487911,2019-10-23T14:21:35+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-B/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-B/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-B/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t142135-B/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t142135-C,31.8512953,-103.4691047,2019-10-23T14:21:35+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-C/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-C/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-C/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t142135-C/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t142135-D,31.85511071,-103.566684,2019-10-23T14:21:35+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-D/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-D/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-D/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t142135-D/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t142135-E,31.85103019,-103.6355151,2019-10-23T14:21:35+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-E/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-E/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-E/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t142135-E/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t142135-F,31.84310662,-103.7531065,2019-10-23T14:21:35+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-F/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-F/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-F/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t142135-F/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t142135-G,31.817705,-103.826085,2019-10-23T14:21:35+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-G/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-G/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-G/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t142135-G/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t142135-J,31.83873634,-103.5386459,2019-10-23T14:21:35+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-J/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-J/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t142135-J/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t142135-J/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t145837-A,32.622526,-103.25545,2019-10-23T14:58:37+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t145837-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t145837-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t145837-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t145837-A/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t151141-A,32.340761,-103.729608,2019-10-23T15:11:41+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t151141-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t151141-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t151141-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t151141-A/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t151141-B,32.4415161,-103.539227,2019-10-23T15:11:41+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t151141-B/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t151141-B/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t151141-B/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t151141-B/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t151141-C,32.46412148,-103.4940076,2019-10-23T15:11:41+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t151141-C/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t151141-C/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t151141-C/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t151141-C/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t152801-4,32.30897,-103.740195,2019-10-23T15:28:01+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t152801-4/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t152801-4/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t152801-4/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t152801-4/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t152801-6,32.28142711193161,-103.79041671794592,2019-10-23T15:28:01+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t152801-6/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t152801-6/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t152801-6/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t152801-6/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t152801-9,32.209566,-103.846928,2019-10-23T15:28:01+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t152801-9/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t152801-9/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t152801-9/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t152801-9/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t154154-4,32.513821,-103.288548,2019-10-23T15:41:54+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-4/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-4/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-4/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t154154-4/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t154154-5,32.340331,-103.604234,2019-10-23T15:41:54+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-5/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-5/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-5/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t154154-5/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t154154-6,32.284277,-103.741751,2019-10-23T15:41:54+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-6/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-6/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-6/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t154154-6/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t154154-7,32.210037,-103.809045,2019-10-23T15:41:54+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-7/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-7/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-7/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t154154-7/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t154154-A,32.29144322,-103.6815137,2019-10-23T15:41:54+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t154154-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t154154-A/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t155808-2,32.38625949946118,-103.48118623677044,2019-10-23T15:58:08+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t155808-2/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t155808-2/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t155808-2/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t155808-2/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t155808-4,32.209992524483724,-103.80934178042637,2019-10-23T15:58:08+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t155808-4/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t155808-4/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t155808-4/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t155808-4/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t161300-2,32.298095,-103.556049,2019-10-23T16:13:00+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-2/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-2/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-2/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t161300-2/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t161300-3,32.239366,-103.64778,2019-10-23T16:13:00+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-3/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-3/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-3/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t161300-3/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t161300-4,32.18779,-103.731694,2019-10-23T16:13:00+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-4/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-4/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-4/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t161300-4/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t161300-5,32.182914,-103.776238,2019-10-23T16:13:00+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-5/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-5/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t161300-5/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t161300-5/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t162847-A,32.158643,-103.745652,2019-10-23T16:28:47+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t162847-A/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t162847-A/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t162847-A/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t162847-A/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t162847-B,32.167054,-103.732515,2019-10-23T16:28:47+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t162847-B/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t162847-B/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t162847-B/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t162847-B/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t162847-C,32.300168,-103.55704,2019-10-23T16:28:47+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t162847-C/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t162847-C/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t162847-C/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t162847-C/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t164221-1,32.311791662531064,-103.45447108465598,2019-10-23T16:42:21+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t164221-1/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t164221-1/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t164221-1/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t164221-1/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t164221-2,32.243904,-103.54906,2019-10-23T16:42:21+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t164221-2/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t164221-2/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t164221-2/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t164221-2/resized_512x512.tif,,,,,,,,,,,,,
ang20191023t164221-4,32.226244885826155,-103.5706360952204,2019-10-23T16:42:21+00,True,False,False,False,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t164221-4/s2_0_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t164221-4/s2_-90_std_512.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/plume_raw_s2_-790360_512/ang20191023t164221-4/s2_-360_std_512.tif,/data2/yuyao/methane_emission/carbon_mapper_data_masks/ang20191023t164221-4/resized_512x512.tif,,,,,,,,,,,,,
